,PickUp,Drop,Bus_Type,From_To,Rating,Price,State
5572,Station Road,Nayapura m r travels hotel ja,AC Sleeper (2+1),jaipur-to-kota,3.0,700.0,RAJASTHAN
5573,Station Road,Kota,NON A/C Seater/ Sleeper (2+1),jaipur-to-kota,3.8,300.0,RAJASTHAN
5574,Sindhi Camp,Naranpura,A/C Seater / Sleeper (2+1),jaipur-to-kota,2.3,400.0,RAJASTHAN
5575,Sindhi Camp,kota,A/C Seater / Sleeper (2+1),jaipur-to-kota,1.8,5000.0,RAJASTHAN
5576,Near Polo Victory Cinema,Navrang Travels Chawani Circl,A/C Seater / Sleeper (2+1),jaipur-to-kota,3.5,400.0,RAJASTHAN
5577,Station Road,Shri Nath Nama Travels Agency,NON A/C Seater/ Sleeper (2+1),jaipur-to-kota,2.6,300.0,RAJASTHAN
5578,Sindhi Camp,Nayapura Bus stand,Non A/C Seater / Sleeper (2+1),jaipur-to-kota,2.3,300.0,RAJASTHAN
5579,",p...",Naranpura,A/C Seater / Sleeper (2+1),jaipur-to-kota,1.9,283.0,RAJASTHAN
5580,Near Moti Lal Atal Road Pink ...,Bus Stand Nayapura Kota,A/C Sleeper (2+1),jaipur-to-kota,2.0,800.0,RAJASTHAN
5581,Station Road,Kota,NON A/C Seater/ Sleeper (2+1),jaipur-to-kota,1.7,350.0,RAJASTHAN
5582,"Hotel polovictory , motilal a...",Bhankrota Bus Stand,A/C Seater / Sleeper (2+1),jaipur-to-kota,3.3,450.0,RAJASTHAN
5584,Narayan Singh Circle,Chhawani Chourah,Bharat Benz A/C Sleeper (2+1),jaipur-to-kota,3.3,1200.0,RAJASTHAN
5585,Gopal Wadi,Naranpura,NON A/C Sleeper (1+2),jaipur-to-kota,3.2,600.0,RAJASTHAN
5586,CHOMU PULIYA JAIPUR,Below Pankaj Hotel N,Non A/C Seater / Sleeper (2+1),jaipur-to-kota,3.2,300.0,RAJASTHAN
5587,Hotel Natraj, Nayapura Circ,NON A/C Seater/ Sleeper (2+1),jaipur-to-kota,3.1,250.0,RAJASTHAN
5588,Shree Shyam Travels Ajmeri Pu...,Bypass Kota,NON A/C Sleeper (2+1),jaipur-to-kota,3.0,3000.0,RAJASTHAN
5589,Sindhi Camp, Nayapura Circ,A/C Seater / Sleeper (2+1),jaipur-to-kota,2.7,429.0,RAJASTHAN
5590,Prem plaza near sindi camp bu...,kota,Non AC Seater (2+3),jaipur-to-kota,3.0,350.0,RAJASTHAN
5591,Navrang travels,Nayapura chauraha,A/C Seater / Sleeper (2+1),jaipur-to-kota,2.8,400.0,RAJASTHAN
5592,Kalpana travels near metro s...,Nayapura,NON A/C Sleeper (2+1),jaipur-to-kota,2.8,700.0,RAJASTHAN
5593,Ganesh Travels B.O Opposite H...,Kota,A/C Seater / Sleeper (2+1),jaipur-to-kota,2.8,985.0,RAJASTHAN
5594,Kalpana travels near metro s...,Nayapura,NON AC Seater / Sleeper 2+1,jaipur-to-kota,2.8,500.0,RAJASTHAN
5595,Prem plaza near sindi camp bu...,kota,AC Seater (2+2),jaipur-to-kota,1.9,399.0,RAJASTHAN
5596,Sindhi Camp,Ganesh Travels Naya Pura Chou,A/C Seater (2+3),jaipur-to-kota,2.9,400.0,RAJASTHAN
5597,Station Road,Shri Nath Nama Travels Agency,A/C Seater / Sleeper (2+1),jaipur-to-kota,2.3,500.0,RAJASTHAN
5598, no bypass,Nayapura chowra,A/C Sleeper (2+1),jaipur-to-kota,2.2,925.0,RAJASTHAN
5599,Sindhi Camp Exit Gate Prem Hotel,Nayapura Vivekanada Circle,AC Seater (2+3),jaipur-to-kota,1.0,350.0,RAJASTHAN
5600,JAIN MAHAVEER TRAVELS METRO P...,Kota,A/C Sleeper (2+1),jaipur-to-kota,4.1,858.0,RAJASTHAN
5601,Sindhi Camp,Near Nayapura,NON A/C Seater/ Sleeper (2+1),jaipur-to-kota,2.4,476.0,RAJASTHAN
5602,Near Moti Lal Atal Road Pink ...,Bus Stand Nayapura Kota,NON A/C Sleeper (2+1),jaipur-to-kota,2.0,600.0,RAJASTHAN
5603,"Gajraj bus service,metro pill...",Nayapura circle,A/C Sleeper (2+1),jaipur-to-kota,1.2,1000.0,RAJASTHAN
5604,Sindhi Camp,SIDDHIVIYANAK TRAVELS NAYAPUR,NON A/C Sleeper (2+1),jaipur-to-kota,3.7,950.0,RAJASTHAN
5605,Sindhi Camp,Nayapura Choraha,NON A/C Sleeper (2+1),jaipur-to-kota,3.4,700.0,RAJASTHAN
5606,Chouhan travels and cargo un...,Karnal Bypass,NON A/C Sleeper (2+1),jaipur-to-kota,3.3,700.0,RAJASTHAN
5607,Gopal Wadi,Naranpura,AC Sleeper (2+1),jaipur-to-kota,3.2,1000.0,RAJASTHAN
5608,Station Road,Nayapura m r travels hotel ja,A/C Seater / Sleeper (2+1),jaipur-to-kota,3.0,1000.0,RAJASTHAN
5609,Ganesh Travels Navjeevan Comp...,Ganesh Travels Naya Pura Chou,A/C Seater (2+3),jaipur-to-kota,2.9,400.0,RAJASTHAN
5610,Station Road,Kota,A/C Seater / Sleeper (2+1),jaipur-to-kota,2.8,899.0,RAJASTHAN
5611,Jaipur,Kota,A/C Seater/Sleeper (2+1),jaipur-to-kota,2.6,2279.0,RAJASTHAN
5612,Sindhi Camp,Nayapura,NON AC Seater / Sleeper 2+1,jaipur-to-kota,2.5,280.0,RAJASTHAN
5613,Ajmeri Puliya,Near Nayapura Bus stand,NON A/C Sleeper (2+1),jaipur-to-kota,2.4,665.0,RAJASTHAN
5614,Shiv Mahima Travels ajmeri Pu...,Nayapura chauraha,NON A/C Sleeper (2+1),jaipur-to-kota,1.8,650.0,RAJASTHAN
5615,Sindhi Camp,M R Travels Nayapura,A/C Sleeper (2+1),jaipur-to-kota,1.6,1000.0,RAJASTHAN
5616,Sindhi Camp,M R Travels Nayapura,A/C Sleeper (2+1),jaipur-to-kota,1.6,800.0,RAJASTHAN
5617,Sindhi Camp,M R Travels Nayapura,Non A/C Seater / Sleeper (2+1),jaipur-to-kota,1.6,350.0,RAJASTHAN
5618,City Centre,Esplanade,Scania Multi-Axle AC Semi Sleeper (2+2),durgapur-to-kolkata,3.9,463.0,SOUTH BENGAL
5619, GT Road Gandhi C...,Babughat,Non A/C Seater / Sleeper (2+1),durgapur-to-kolkata,3.7,600.0,SOUTH BENGAL
5620,City Center Durgapur,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.4,486.0,SOUTH BENGAL
5621,City Center Durgapur,Karunamoyee,Volvo 9600 Multi Axle Semi-Sleeper (2+2),durgapur-to-kolkata,4.7,486.0,SOUTH BENGAL
5623,City Center,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.2,486.0,SOUTH BENGAL
5624,City Center Durgapur,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.3,486.0,SOUTH BENGAL
5625,City Center Durgapur,Esplanade,Volvo 9600 A/C Seater (2+2),durgapur-to-kolkata,4.5,486.0,SOUTH BENGAL
5626,City Center Durgapur,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,3.9,486.0,SOUTH BENGAL
5627,City Center,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.3,486.0,SOUTH BENGAL
5628,City Center Durgapur,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.0,486.0,SOUTH BENGAL
5630,City Center,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.7,486.0,SOUTH BENGAL
5631,City Center Durgapur,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.4,486.0,SOUTH BENGAL
5632,City Center,Esplanade,Volvo 9600 Multi Axle Semi-Sleeper (2+2),durgapur-to-kolkata,4.2,486.0,SOUTH BENGAL
5633,City Center Durgapur,Esplanade,Scania Multi-Axle AC Semi Sleeper (2+2),durgapur-to-kolkata,4.2,486.0,SOUTH BENGAL
5634,City Center Durgapur,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.8,486.0,SOUTH BENGAL
5635,City Center Durgapur,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.5,486.0,SOUTH BENGAL
5638,City Center,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.5,486.0,SOUTH BENGAL
5639,City Center Durgapur,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.9,486.0,SOUTH BENGAL
5640,City Center Durgapur,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,3.7,486.0,SOUTH BENGAL
5641,City Center Durgapur,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,3.9,486.0,SOUTH BENGAL
5642,City Center,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.5,486.0,SOUTH BENGAL
5647,City Center,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,3.8,486.0,SOUTH BENGAL
5649,City Center Durgapur,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,3.8,486.0,SOUTH BENGAL
5650,City Center Durgapur,Karunamoyee,Volvo 9600 A/C Seater (2+2),durgapur-to-kolkata,4.4,486.0,SOUTH BENGAL
5651,City Center,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.4,486.0,SOUTH BENGAL
5652,City Center Durgapur,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.6,486.0,SOUTH BENGAL
5653,City Center,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.0,486.0,SOUTH BENGAL
5654,City Center Durgapur,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.5,486.0,SOUTH BENGAL
5657,City Center Durgapur,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.2,486.0,SOUTH BENGAL
5660,City Center,Esplanade,Volvo A/C Seater (2+2),durgapur-to-kolkata,3.9,486.0,SOUTH BENGAL
5661,City Center,Karunamoyee,Volvo A/C Seater (2+2),durgapur-to-kolkata,3.9,486.0,SOUTH BENGAL
5664,City Center Durgapur,Dunlop,Volvo A/C Seater (2+2),durgapur-to-kolkata,4.5,486.0,SOUTH BENGAL
5665, GT Road Gandhi C...,river traffic police station ,A/C Sleeper (2+1),durgapur-to-kolkata,3.7,1600.0,SOUTH BENGAL
5666, GT Road Gandhi C...,Babughat,A/C Sleeper (2+1),durgapur-to-kolkata,3.7,1200.0,SOUTH BENGAL
5667,Dunlop,Burdwan,Non AC Seater (2+3),kolkata-to-burdwan,2.8,81.0,SOUTH BENGAL
5668,Karunamoyee,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.3,429.0,SOUTH BENGAL
5669,Karunamoyee,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.4,429.0,SOUTH BENGAL
5670,Karunamoyee,Ullash,Volvo 9600 A/C Seater (2+2),kolkata-to-burdwan,4.8,429.0,SOUTH BENGAL
5671,Karunamoyee,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.6,429.0,SOUTH BENGAL
5672,Esplanade,Ullash,Volvo 9600 A/C Seater (2+2),kolkata-to-burdwan,4.6,429.0,SOUTH BENGAL
5673,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.8,429.0,SOUTH BENGAL
5674,Karunamoyee,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.5,429.0,SOUTH BENGAL
5676,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.4,429.0,SOUTH BENGAL
5678,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,5.0,429.0,SOUTH BENGAL
5679,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.3,429.0,SOUTH BENGAL
5682,Karunamoyee,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.7,429.0,SOUTH BENGAL
5683,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.5,429.0,SOUTH BENGAL
5684,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.2,429.0,SOUTH BENGAL
5687,Karunamoyee,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.1,429.0,SOUTH BENGAL
5688,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.1,429.0,SOUTH BENGAL
5689,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,3.8,429.0,SOUTH BENGAL
5693,Karunamoyee,Nawabab Hat,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.3,429.0,SOUTH BENGAL
5695,Karunamoyee,Nababhat,Volvo A/C Seater (2+2),kolkata-to-burdwan,3.8,429.0,SOUTH BENGAL
5696,Esplanade,Ullash,Volvo 9600 Multi Axle Semi-Sleeper (2+2),kolkata-to-burdwan,3.7,429.0,SOUTH BENGAL
5697,Karunamoyee,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.9,429.0,SOUTH BENGAL
5698,Esplanade,Nababhat,Volvo 9600 Multi Axle Semi-Sleeper (2+2),kolkata-to-burdwan,4.4,429.0,SOUTH BENGAL
5699,Karunamoyee,Bus,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.5,429.0,SOUTH BENGAL
5700,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.6,429.0,SOUTH BENGAL
5701,Karunamoyee,Nababhat,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.4,429.0,SOUTH BENGAL
5702,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,3.9,429.0,SOUTH BENGAL
5704,Esplanade,Nababhat,Volvo A/C Seater (2+2),kolkata-to-burdwan,4.5,429.0,SOUTH BENGAL
5706,Esplanade,Nababhut Bus Stand,Non AC Seater (2+3),kolkata-to-burdwan,1.2,111.0,SOUTH BENGAL
5707,Esplanade,Ullash,Volvo A/C Seater (2+2),kolkata-to-burdwan,2.8,429.0,SOUTH BENGAL
5709,Esplanade,Nawabhat,Scania Multi-Axle AC Semi Sleeper (2+2),kolkata-to-burdwan,1.7,370.0,SOUTH BENGAL
5711,Babughat,Burdawan,Non A/C Seater / Sleeper (2+1),kolkata-to-burdwan,3.7,650.0,SOUTH BENGAL
5712,Babughat,Burdawan,A/C Sleeper (2+1),kolkata-to-burdwan,3.7,1300.0,SOUTH BENGAL
5713,Babughat,Burdwan bus stand,NON A/C Seater / Sleeper (2+2),kolkata-to-burdwan,3.5,500.0,SOUTH BENGAL
5714,Haldia(Township),Dunlop,Non AC Seater (2+3),haldia-to-kolkata,4.4,97.0,SOUTH BENGAL
5715,"Bus Stand, Haldia",Karunamoyee,A/C Seater (2+2),haldia-to-kolkata,3.8,160.0,SOUTH BENGAL
5716,Durgachak Bus stop,Karunamoyee,A/C Executive (2+3),haldia-to-kolkata,4.4,165.0,SOUTH BENGAL
5717,"Bus Stand, Haldia",Esplanade,AC Seater (2+3),haldia-to-kolkata,4.4,155.0,SOUTH BENGAL
5718,Durgachak Bus stop,Esplanade,A/C Seater (2+3),haldia-to-kolkata,3.3,160.0,SOUTH BENGAL
5719,Durgachak Bus stop,Esplanade,Non AC Seater (2+3),haldia-to-kolkata,3.7,121.0,SOUTH BENGAL
5720,"Bus Stand, Haldia",Esplanade,AC Seater (2+3),haldia-to-kolkata,4.1,160.0,SOUTH BENGAL
5721,Durgachak Bus stop,Esplanade,A/C Seater (2+3),haldia-to-kolkata,2.8,160.0,SOUTH BENGAL
5722,"Bus Stand, Haldia",Esplanade,A/C Seater (2+3),haldia-to-kolkata,2.5,161.0,SOUTH BENGAL
5723,Durgachak Bus stop,Dunlop,Non AC Seater (2+3),haldia-to-kolkata,3.5,150.0,SOUTH BENGAL
5724,Dunlop,Township,Non AC Seater (2+3),kolkata-to-haldia,4.1,97.0,SOUTH BENGAL
5725,Esplanade, Haldia,AC Seater (2+3),kolkata-to-haldia,4.1,160.0,SOUTH BENGAL
5726,Esplanade, Haldia,AC Seater (2+3),kolkata-to-haldia,4.3,155.0,SOUTH BENGAL
5727,Karunamoyee, Haldia,A/C Seater (2+2),kolkata-to-haldia,4.3,160.0,SOUTH BENGAL
5728,Karunamoyee,Durgachak Bus stop,A/C Executive (2+3),kolkata-to-haldia,4.6,165.0,SOUTH BENGAL
5729,Esplanade,Durgachak Bus stop,A/C Seater (2+3),kolkata-to-haldia,3.1,160.0,SOUTH BENGAL
5730,Esplanade,Durgachak Bus stop,A/C Seater (2+3),kolkata-to-haldia,2.6,160.0,SOUTH BENGAL
5731,Esplanade, Haldia,A/C Seater (2+3),kolkata-to-haldia,2.9,157.0,SOUTH BENGAL
5732,Esplanade,Durgachak Bus stop,Non AC Seater (2+3),kolkata-to-haldia,2.2,121.0,SOUTH BENGAL
5733,Karunamoyee,Durgachak Bus stop,Non AC Seater (2+3),kolkata-to-haldia,3.5,150.0,SOUTH BENGAL
5734,Karunamoyee,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.7,486.0,SOUTH BENGAL
5735,Esplanade,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.3,486.0,SOUTH BENGAL
5736,Karunamoyee,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.3,486.0,SOUTH BENGAL
5737,Esplanade,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.2,486.0,SOUTH BENGAL
5738,Karunamoyee,City Center Durgapur,Volvo 9600 A/C Seater (2+2),kolkata-to-durgapur,4.6,486.0,SOUTH BENGAL
5740,Esplanade,City Center Durgapur,Volvo 9600 A/C Seater (2+2),kolkata-to-durgapur,4.6,486.0,SOUTH BENGAL
5741,Esplanade,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.5,486.0,SOUTH BENGAL
5742,Karunamoyee,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.6,486.0,SOUTH BENGAL
5743,Esplanade,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.5,486.0,SOUTH BENGAL
5747,Karunamoyee,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.3,486.0,SOUTH BENGAL
5749,Esplanade,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.7,486.0,SOUTH BENGAL
5751,Esplanade,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.7,486.0,SOUTH BENGAL
5752,Karunamoyee,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.1,486.0,SOUTH BENGAL
5753,Esplanade,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,3.5,486.0,SOUTH BENGAL
5754,Esplanade,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.0,486.0,SOUTH BENGAL
5755,Karunamoyee,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.0,486.0,SOUTH BENGAL
5759,Esplanade,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.6,486.0,SOUTH BENGAL
5760,Esplanade,City Center Durgapur,Volvo 9600 A/C Seater (2+2),kolkata-to-durgapur,4.0,486.0,SOUTH BENGAL
5761,Esplanade,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.8,486.0,SOUTH BENGAL
5764,Karunamoyee,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.7,486.0,SOUTH BENGAL
5765,Esplanade,City Center Durgapur,Scania Multi-Axle AC Semi Sleeper (2+2),kolkata-to-durgapur,4.4,486.0,SOUTH BENGAL
5766,Esplanade,City Center Durgapur,Volvo 9600 Multi Axle Semi-Sleeper (2+2),kolkata-to-durgapur,4.5,486.0,SOUTH BENGAL
5767,Karunamoyee,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.4,486.0,SOUTH BENGAL
5768,Esplanade,City Center,Volvo 9600 Multi Axle Semi-Sleeper (2+2),kolkata-to-durgapur,4.9,486.0,SOUTH BENGAL
5771,Karunamoyee,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.4,486.0,SOUTH BENGAL
5773,Karunamoyee,City Center Durgapur,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.6,486.0,SOUTH BENGAL
5774,Esplanade,City Center,Volvo A/C Seater (2+2),kolkata-to-durgapur,4.4,486.0,SOUTH BENGAL
5776,Esplanade,City Centre,Scania Multi-Axle AC Semi Sleeper (2+2),kolkata-to-durgapur,4.6,463.0,SOUTH BENGAL
5777,Karunamoyee,Durgapur,AC Seater (2+2),kolkata-to-durgapur,3.4,375.0,SOUTH BENGAL
5778,Babughat, Durgapur,NON A/C Seater / Sleeper (2+2),kolkata-to-durgapur,2.5,500.0,SOUTH BENGAL
5779,Babughat,Durgapur Main Gate,A/C Seater / Sleeper (2+1),kolkata-to-durgapur,2.7,760.0,SOUTH BENGAL
5780,Dakshindari Bus Stand,Bus Stand Durgapur,NON A/C Seater / Sleeper (2+2),kolkata-to-durgapur,3.1,899.0,SOUTH BENGAL
5781,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,4.6,110.0,SOUTH BENGAL
5782,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,3.6,110.0,SOUTH BENGAL
5783,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,4.4,110.0,SOUTH BENGAL
5784,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,3.5,110.0,SOUTH BENGAL
5785,MIDNAPUR,Karunamoyee,Non AC Seater (2+3),midnapore-to-kolkata,4.2,118.0,SOUTH BENGAL
5787,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,4.0,110.0,SOUTH BENGAL
5788,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,3.8,110.0,SOUTH BENGAL
5789,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,5.0,110.0,SOUTH BENGAL
5792,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,3.0,110.0,SOUTH BENGAL
5793,MIDNAPUR,Dunlop,Non AC Seater (2+3),midnapore-to-kolkata,3.8,111.0,SOUTH BENGAL
5794,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,3.4,110.0,SOUTH BENGAL
5795,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,4.2,110.0,SOUTH BENGAL
5796,MIDNAPUR,Esplanade,Non AC Seater (2+3),midnapore-to-kolkata,3.7,110.0,SOUTH BENGAL
5797,MIDNAPUR,Dunlop,Non AC Seater (2+3),midnapore-to-kolkata,4.0,111.0,SOUTH BENGAL
5798,MIDNAPUR,Karunamoyee,Non AC Seater (2+3),midnapore-to-kolkata,3.3,118.0,SOUTH BENGAL
5799,Esplanade,Digha,Volvo 9600 A/C Seater (2+2),kolkata-to-digha,4.4,299.0,SOUTH BENGAL
5800,Esplanade,Digha,VE A/C Seater (2+2),kolkata-to-digha,4.5,300.0,SOUTH BENGAL
5801,Karunamoyee,Bus Stand,A/C Seater / Sleeper (2+2),kolkata-to-digha,4.3,370.0,SOUTH BENGAL
5802,Esplanade,Bus Stand,A/C Seater / Sleeper (2+2),kolkata-to-digha,4.4,370.0,SOUTH BENGAL
5803,Esplanade,New Digha Bus Stand,A/C Seater / Sleeper (2+2),kolkata-to-digha,3.9,338.0,SOUTH BENGAL
5804,Esplanade,Bus Stand,AC Seater (2+3),kolkata-to-digha,3.0,270.0,SOUTH BENGAL
5805,Esplanade,New Digha,A/C Seater Push Back (2+3),kolkata-to-digha,3.1,230.0,SOUTH BENGAL
5806,Esplanade,New Digha,A/C Seater Push Back (2+2),kolkata-to-digha,2.7,285.0,SOUTH BENGAL
5807,Esplanade,Bus Stand,A/C Seater Push Back (2+3),kolkata-to-digha,3.9,269.0,SOUTH BENGAL
5808,Esplanade,New Digha,A/C Seater Push Back (2+3),kolkata-to-digha,2.8,230.0,SOUTH BENGAL
5809,Esplanade,Bus Stand,AC Seater (2+3),kolkata-to-digha,3.5,352.0,SOUTH BENGAL
5810,Esplanade,New Digha,A/C Seater (2+2),kolkata-to-digha,3.6,291.0,SOUTH BENGAL
5811,Esplanade,New Digha,A/C Seater (2+3),kolkata-to-digha,3.4,300.0,SOUTH BENGAL
5812,Esplanade,Bus Stand,AC Seater (2+2),kolkata-to-digha,3.7,370.0,SOUTH BENGAL
5813,Esplanade,Old Digha Petrol Pump,AC Seater (2+2),kolkata-to-digha,3.6,270.0,SOUTH BENGAL
5814,Esplanade,New Digha,A/C Seater Push Back (2+3),kolkata-to-digha,3.9,285.0,SOUTH BENGAL
5815,Esplanade,New Digha,A/C Seater Push Back (2+3),kolkata-to-digha,1.8,285.0,SOUTH BENGAL
5816,SNEMITA PARIBAHAN (B.C.ROY MA...,Bus Stand,A/C Seater (2+3),kolkata-to-digha,2.6,330.0,SOUTH BENGAL
5817,Howrah Bus Stand,Old Digha Bus Stand,A/C Seater (2+3),kolkata-to-digha,3.0,304.0,SOUTH BENGAL
5818,Esplande Bus Stand,Old Digha Bus Stand,Non AC Seater (2+3),kolkata-to-digha,3.5,399.0,SOUTH BENGAL
5819,Esplanade,Old Digha Bus stand,A/C Seater Push Back (2+3),kolkata-to-digha,3.0,450.0,SOUTH BENGAL
5820,Esplanade,Bus Stand,A/C Seater (2+3),kolkata-to-digha,2.6,270.0,SOUTH BENGAL
5821,Esplanade,Digha old Bus Stand,AC Seater (2+3),kolkata-to-digha,1.8,350.0,SOUTH BENGAL
5822,Esplanade,Bus Stand,A/C Seater Push Back (2+2),kolkata-to-digha,2.1,340.0,SOUTH BENGAL
5823,Esplanade,Digha bus stand,A/C Seater (2+3),kolkata-to-digha,2.2,300.0,SOUTH BENGAL
5824,Esplanade,Bus Stand,AC Seater (2+3),kolkata-to-digha,2.0,320.0,SOUTH BENGAL
5825,Esplanade,New Digha,A/C Seater (2+3),kolkata-to-digha,2.6,291.0,SOUTH BENGAL
5826,Esplanade,Bus Stand,AC Seater (2+3),kolkata-to-digha,2.9,352.0,SOUTH BENGAL
5827,Esplanade,Digha,A/C Seater Push Back (2+3),kolkata-to-digha,1.6,299.0,SOUTH BENGAL
5828,Esplanade,Bus Stand,AC Seater (2+2),kolkata-to-digha,3.8,370.0,SOUTH BENGAL
5829,Esplanade,Bus Stand,AC Seater (2+2),kolkata-to-digha,3.6,270.0,SOUTH BENGAL
5830,Esplanade,Digha,A/C Seater Push Back (2+3),kolkata-to-digha,3.3,324.0,SOUTH BENGAL
5831,Esplanade,New Digha,A/C Seater Push Back (2+3),kolkata-to-digha,3.4,291.0,SOUTH BENGAL
5832,Esplanade,Bus Stand,A/C Seater Push Back (2+3),kolkata-to-digha,3.6,250.0,SOUTH BENGAL
5833,Esplanade,Bus Stand,A/C Seater / Sleeper (2+2),kolkata-to-digha,2.5,323.0,SOUTH BENGAL
5834,Esplanade,Old Digha Bus stand,A/C Push Back (2+3),kolkata-to-digha,2.9,420.0,SOUTH BENGAL
5835,Esplanade,Old Digha Bus stand,A/C Seater (2+3),kolkata-to-digha,2.9,420.0,SOUTH BENGAL
5836,Esplanade,Old Digha Bus stand,A/C Seater Push Back (2+3),kolkata-to-digha,2.9,450.0,SOUTH BENGAL
5837,Esplanade,Digha,A/C Seater Push Back (2+3),kolkata-to-digha,2.8,420.0,SOUTH BENGAL
5838,Esplanade,New Digha Bus Stand,A/C Seater / Sleeper (2+2),kolkata-to-digha,3.8,324.0,SOUTH BENGAL
5839,Esplanade,New Digha Bus Stand,A/C Seater Push Back (2+3),kolkata-to-digha,2.8,419.0,SOUTH BENGAL
